"Age","ChildrenNumber","CountryCitizen","EmploymentField","EmploymentStatus","ExpectedEarning","Gender","Income","JobPref","JobRoleInterest","LanguageAtHome","MaritalStatus","SchoolDegree","StudentDebtOwe"
37,NA,"United States of America",NA,"Not working but looking for work",35000,"male",NA,"work for a medium-sized company","Front-End Web Developer","Spanish",NA,"bachelor's degree",10000
26,NA,"Sweden","food and beverage","Employed for wages",NA,"male",40000,"freelance",NA,"Swedish",NA,"high school diploma or equivalent (GED)",NA
30,NA,"United States of America",NA,"Not working but looking for work",36000,"agender",NA,"work for a medium-sized company","Full-Stack Web Developer","Chinese",NA,"some college credit, no degree",NA
22,NA,"India","software development and IT","Employed for wages",NA,"male",NA,NA,NA,"Gujarati","single, never married","bachelor's degree",NA
24,NA,"United States of America","software development and IT","Employed for wages",NA,"genderqueer",24000,"start your own business",NA,"English","single, never married","bachelor's degree",NA
26,NA,"South Africa",NA,"Not working but looking for work",12000,"male",NA,"work for a medium-sized company","Back-End Web Developer","English",NA,"high school diploma or equivalent (GED)",NA
19,NA,"India",NA,"Not working but looking for work",NA,"male",NA,"freelance",NA,"Maithili",NA,"bachelor's degree",NA
23,NA,"United States of America",NA,"Not working but looking for work",NA,"male",NA,"start your own business",NA,"Arabic",NA,"some college credit, no degree",10000
50,NA,"Canada",NA,"Not working but looking for work",30000,"female",NA,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"associate's degree",NA
53,2,"United States of America",NA,"Not working but looking for work",40000,"male",NA,"work for a medium-sized company","Front-End Web Developer","English","married or domestic partnership","bachelor's degree",NA
23,NA,"United States of America","software development and IT","Employed for wages",NA,"male",NA,NA,NA,"English","single, never married","bachelor's degree",NA
20,NA,"India",NA,"Not working and not looking for work",60000,"male",NA,"work for a startup","Data Scientist / Data Engineer","Hindi",NA,"high school diploma or equivalent (GED)",NA
40,NA,"United Kingdom",NA,"Not working but looking for work",40000,"male",NA,"work for a medium-sized company","Front-End Web Developer","English",NA,"trade, technical, or vocational training",NA
28,NA,"United States of America","education","Employed for wages",40000,"female",12000,"work for a medium-sized company","Front-End Web Developer","English",NA,"professional degree (MBA, MD, JD, etc.)",80000
31,NA,"United States of America",NA,"Employed for wages",90000,"male",NA,"work for a startup","Full-Stack Web Developer","English",NA,"bachelor's degree",50000
18,NA,"Dominican Republic",NA,"Not working but looking for work",NA,"male",NA,"work for a startup","Full-Stack Web Developer","Spanish",NA,"high school diploma or equivalent (GED)",NA
24,NA,"United States of America","software development and IT","Employed for wages",NA,"female",NA,NA,NA,"English",NA,"bachelor's degree",NA
33,NA,"United States of America",NA,"Not working but looking for work",40000,"female",NA,"work for a startup","Mobile Developer","English",NA,"professional degree (MBA, MD, JD, etc.)",NA
40,4,"Trinidad & Tobago","education","Employed for wages",NA,"male",30000,"freelance",NA,"English","married or domestic partnership","professional degree (MBA, MD, JD, etc.)",NA
24,NA,"United States of America",NA,"Not working but looking for work",90000,"male",NA,"work for a startup","Full-Stack Web Developer","English",NA,"bachelor's degree",18000
30,NA,"Mexico","sales","Employed for wages",50000,"genderqueer",15000,"work for a medium-sized company","DevOps / SysAdmin","Spanish",NA,"bachelor's degree",NA
NA,NA,NA,NA,NA,NA,NA,NA,"freelance",NA,NA,NA,NA,NA
33,1,"United States of America",NA,"Not working and not looking for work",NA,"male",NA,"start your own business",NA,"English","married or domestic partnership","bachelor's degree",NA
38,2,"United States of America",NA,"Employed for wages",NA,"male",62000,"start your own business",NA,"English","married or domestic partnership","bachelor's degree",1300
22,NA,"United States of America",NA,"Not working but looking for work",50000,"male",NA,"work for a startup","Front-End Web Developer","English",NA,"high school diploma or equivalent (GED)",NA
45,NA,"United States of America","software development and IT","Employed for wages",NA,"male",50000,"work for a medium-sized company","DevOps / SysAdmin","English","married or domestic partnership","trade, technical, or vocational training",NA
24,NA,"Nigeria",NA,NA,NA,"male",NA,NA,NA,"English","single, never married","some high school",NA
42,3,"Russia","software development and IT","Employed for wages",14000,"male",10000,"work for a multinational corporation","Full-Stack Web Developer","Russian","divorced","professional degree (MBA, MD, JD, etc.)",NA
29,NA,"United States of America","software development and IT","Employed for wages",NA,"male",140000,NA,NA,"English",NA,"associate's degree",NA
32,1,"United States of America",NA,"Employed for wages",55000,"male",39000,"work for a multinational corporation","Data Scientist / Data Engineer","Korean","married or domestic partnership","bachelor's degree",NA
34,1,"Nigeria","software development and IT","Self-employed freelancer",1e+05,"male",40000,"work for a startup","Back-End Web Developer","English","married or domestic partnership","trade, technical, or vocational training",NA
26,NA,"United States of America",NA,"Not working but looking for work",60000,"male",NA,"work for a medium-sized company","Back-End Web Developer","English",NA,"some college credit, no degree",20000
30,NA,"United States of America",NA,"Not working but looking for work",NA,"male",NA,"start your own business",NA,"Bulgarian",NA,"some college credit, no degree",20000
24,NA,"Spain",NA,"Not working but looking for work",11000,"male",NA,"work for a medium-sized company","Back-End Web Developer","Spanish",NA,"some high school",NA
15,NA,"United Kingdom",NA,"Not working and not looking for work",NA,"male",NA,"freelance",NA,"English",NA,"some high school",NA
34,2,"Russia",NA,"Not working but looking for work",NA,"male",NA,"freelance",NA,"Russian","married or domestic partnership","bachelor's degree",NA
42,2,"Poland","education","Employed for wages",48000,"male",20000,"work for a medium-sized company","Front-End Web Developer","Polish","divorced","master's degree (non-professional)",NA
27,NA,"United States of America","education","Employed for wages",60000,"female",25000,"work for a medium-sized company","Data Scientist / Data Engineer","English",NA,"master's degree (non-professional)",17000
28,NA,"Canada",NA,"Not working but looking for work",NA,"male",NA,"start your own business",NA,"English",NA,"associate's degree",20000
34,1,"United States of America",NA,"Employed for wages",80000,"male",60000,"work for a medium-sized company","Full-Stack Web Developer","English","married or domestic partnership","bachelor's degree",NA
32,3,"South Africa","software development and IT","Self-employed freelancer",45000,"female",NA,"work for a medium-sized company","Full-Stack Web Developer","English","married or domestic partnership","some college credit, no degree",NA
17,NA,"United States of America",NA,"Not working but looking for work",NA,"male",NA,"start your own business",NA,"English",NA,"high school diploma or equivalent (GED)",NA
24,NA,"United States of America",NA,"Not working but looking for work",50000,"male",NA,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"some college credit, no degree",8000
33,NA,"Republic of Serbia","architecture or physical engineering","Employed for wages",NA,"male",8500,"start your own business",NA,"Serbian","married or domestic partnership","master's degree (non-professional)",NA
35,1,"United States of America","software development and IT","Employed for wages",NA,"female",NA,NA,NA,"English","divorced","master's degree (non-professional)",NA
20,NA,"Japan",NA,NA,1e+05,"male",NA,"work for a startup","Full-Stack Web Developer","Japanese",NA,"high school diploma or equivalent (GED)",NA
35,1,"United States of America","software development and IT","Employed for wages",1e+05,"female",95000,"work for a medium-sized company","Data Scientist / Data Engineer","English","married or domestic partnership","bachelor's degree",50000
24,NA,"Kosovo","software development and IT","Employed for wages",NA,"male",6000,NA,NA,"Albanian",NA,"bachelor's degree",NA
36,NA,"Brazil",NA,"Not working but looking for work",NA,"male",NA,"freelance",NA,"Portuguese",NA,"some college credit, no degree",NA
28,1,"Mexico",NA,"Doing an unpaid internship",NA,"male",NA,NA,NA,"Spanish","married or domestic partnership","some college credit, no degree",NA
21,NA,"Turkey",NA,"Not working but looking for work",36000,"male",NA,"work for a startup","DevOps / SysAdmin","Turkish",NA,"associate's degree",7500
58,1,"United States of America",NA,"Not working but looking for work",NA,"male",NA,NA,NA,"English","married or domestic partnership","bachelor's degree",NA
24,NA,"Uruguay",NA,"Not working but looking for work",10000,"male",NA,"work for a multinational corporation","Front-End Web Developer","Spanish",NA,"bachelor's degree",NA
38,NA,"Taiwan",NA,"Doing an unpaid internship",10000,"female",NA,"work for a multinational corporation","Front-End Web Developer","Mandarin Chinese",NA,"master's degree (non-professional)",NA
35,NA,"United States of America",NA,"Not working but looking for work",65000,"male",NA,"work for a medium-sized company","Full-Stack Web Developer","Korean",NA,"bachelor's degree",30000
25,NA,"India",NA,"Not working but looking for work",65000,"female",NA,"work for a startup","Back-End Web Developer","English",NA,"professional degree (MBA, MD, JD, etc.)",NA
19,NA,"Canada",NA,"Not working but looking for work",70000,"male",NA,"work for a medium-sized company","Data Scientist / Data Engineer","English",NA,"high school diploma or equivalent (GED)",20000
18,NA,"Ukraine",NA,"Not working but looking for work",NA,"male",NA,"start your own business",NA,"Russian",NA,"high school diploma or equivalent (GED)",NA
23,NA,"Malaysia","software development and IT","Employed for wages",NA,"male",6000,NA,NA,"Yue (Cantonese) Chinese",NA,"high school diploma or equivalent (GED)",NA
21,NA,"Spain","software development and IT","Employed for wages",NA,"male",10000,"start your own business",NA,"Spanish",NA,"high school diploma or equivalent (GED)",30000
22,NA,"United States of America",NA,"Not working but looking for work",NA,"male",NA,"freelance",NA,"Spanish",NA,"high school diploma or equivalent (GED)",NA
25,NA,"Russia","transportation","Employed for wages",NA,"male",10000,NA,NA,"Russian",NA,"high school diploma or equivalent (GED)",NA
34,NA,"United Kingdom",NA,"Not working but looking for work",NA,"male",NA,"freelance",NA,"English",NA,"trade, technical, or vocational training",NA
18,NA,"United States of America",NA,"Not working but looking for work",NA,"male",NA,"start your own business",NA,"English",NA,"high school diploma or equivalent (GED)",NA
22,NA,"Ukraine",NA,"Not working but looking for work",30000,"male",NA,"work for a multinational corporation","Mobile Developer","Russian",NA,"some high school",NA
23,NA,"United States of America","software development and IT","Employed for wages",55000,"male",35000,"work for a startup","Back-End Web Developer","English",NA,"bachelor's degree",40000
40,NA,"Croatia",NA,"A stay-at-home parent or homemaker",NA,"female",NA,"freelance",NA,"Croatian",NA,"no high school (secondary school)",NA
19,NA,"Netherlands (Holland, Europe)",NA,"Unable to work",NA,"male",NA,NA,NA,"English",NA,"high school diploma or equivalent (GED)",NA
